file_size  throughput
1755577    47410.314
1750003    44560.366
1785177    52129.241
1707030    42900.327
5642       11204.960
1726708    37713.956
1720378    40133.656
1696930    42442.256
1745647    42760.543
1819651    47199.017
1729312    41293.775
1783942    51758.857
1837092    61547.198
1768478    41551.341
1773982    50974.093
1742840    46926.391
1797752    46273.079
1857817    57720.774
1863155    58889.190
1817366    57583.423
1858743    59676.290
1807217    57109.941
3840773    235209.219
1730603    72596.067
8760       605.158
1736502    75597.433
1760949    83032.168
1765007    83042.967
2895579    232195.839
1804859    88087.974
1820301    85468.132
1754555    71505.518
1770056    74725.736
1776531    73959.049
1759412    72414.028
1759394    56022.827
1750206    63136.658
1724203    62742.227
1774515    70645.627
1766409    73557.192
1737128    65357.733
1730136    63961.390
1728981    68617.865
2422862    249334.647
1706926    54439.374
1969874    73437.311
1946567    62774.668
1918181    59754.669
1898846    59204.293
1593792    16006.722
1784415    65722.705
1866301    49694.753
1704451    52009.335
1764824    52696.503
1750770    57996.371
1788886    63978.174
1813660    66971.006
1833969    68227.026
1758073    57278.501
1767740    56125.082
1794996    63391.448
1834549    66463.727
1780390    56159.423
1737680    54070.835
1847941    73503.661
1758697    55398.319
1824113    64254.877
1843303    64489.277
1822905    63007.266
1793510    57397.721
1869285    68070.328
1876872    74979.846
1845863    64815.683
1877985    73728.764
1869104    75771.210
1912067    80207.075
1827950    60702.343
1862137    71586.395
1900807    76565.368
1925889    84757.000
3524067    39584.782
3612884    46167.486
3536182    41475.432
2348173    37953.304
3526101    43592.200
3482615    38366.668
3524719    53452.270
3588304    44966.015
3471571    35961.580
3589421    39645.335
3476359    48602.521
1440884    61005.969
3492220    53324.242
1433807    44437.918
1440932    46561.254
3537081    53453.100
1473626    61035.306
3601392    57044.338
2179946    173735.792
2112343    120200.038
1533745    76189.390
23767510   377400.226
2154387    256414.176
2134188    190245.886
2141364    233957.316
2061785    137326.952
1941216    73625.203
1928997    71178.812
1913858    65831.710
1887120    61606.676
1901819    54503.708
1897606    56541.291
1870378    56997.737
1850058    52529.697
1882209    52240.992
1835732    52284.560
1853732    51615.877
1828878    48551.893
1872155    56056.462
1910446    61862.716
1832165    47226.205
1807761    48765.994
1847122    52146.985
1839263    38794.306
1863084    50155.378
1831394    47264.345
1797782    47451.596
1826463    49937.922
1851453    46213.262
1849175    50121.569
1799011    43981.207
1900646    57335.954
3666993    57050.357
3645251    52242.402
3721057    56751.417
3490429    38446.758
3532944    40976.861
439074     25219.673
3482025    39025.041
3512836    40459.450
3540411    46350.042
3559197    41722.413
3545362    48458.836
3546346    42139.021
201422387  455664.710
3545660    43915.133
3570508    42902.175
3602559    46236.467
3689000    52357.750
3728261    54117.817
3634346    46206.252
3701705    49004.821
3582588    47515.580
3556105    41254.255
3643201    49695.258
3538913    41123.453
3481817    35619.954
3560917    40549.095
3571476    44642.533
3658664    46385.718
3527471    40186.967
3552755    44562.333
3620502    44973.467
3662385    50018.679
3641212    48642.945
3637085    49944.575
3592413    43444.952
3586853    45413.978
3641499    50100.908
3592707    43355.267
3429437    46972.201
1397957    44580.639
1379687    39851.691
3540280    39403.049
16553      1111.859
3419657    40789.389
1418441    48574.678
1358290    36259.045
3415134    43339.312
3517127    45571.125
3470044    48561.857
2173681    97361.385
2091275    76278.838
2118587    74531.089
2242974    131254.642
2242755    128926.720
3466782    134886.123
3391216    106699.940
3347507    84815.395
3533499    43373.910
3621134    50400.521
3500938    42143.779
457572     45685.112
126189341  522607.912
3472347    48044.350
3518152    48854.878
141449546  378250.965
3497502    50304.582
3383333    39790.692
3174216    45390.525
3180373    45729.804
2040111    43800.906
2106383    54347.566
3242511    50769.188
2118208    54674.318
1139449    8857.070
3222312    48611.007
2109847    53883.396
26769260   545428.734
2206831    67040.414
3900617    75889.545
3948990    84760.176
3943082    88818.425
3900061    75380.944
3906786    77435.419
3617124    55252.725
3612629    48624.189
3631844    49109.809
2008586    37413.771
3531054    42305.342
3491140    37613.718
1729892    40109.540
2152925    30656.841
3432713    38224.613
3425209    37062.451
3324511    36273.509
3481955    38415.040
3488964    37722.769
3577237    41608.525
3605349    46701.604
3498445    38202.602
3593652    45288.378
3575763    39350.092
12915      1017.091
3404782    35379.775
3745864    58049.662
3592141    44433.062
3478275    38133.965
3664814    45806.931
3746652    57066.981
3676399    52828.452
3765562    54868.406
3817015    52955.366
3780050    57019.241
3771414    57972.746
3785562    59333.595
3679004    47704.912
3768046    57366.974
1869673    54452.703
1811146    51815.244
1841730    61250.978
1854891    65627.620
1898487    75939.539
1734769    44756.531
1814309    51016.353
1851794    55886.185
1863132    56233.114
1797133    45206.288
1819500    56686.492
1868507    59521.085
1845444    59642.640
1834027    52854.865
1795311    40440.736
1859730    60832.921
1799985    49970.189
1814236    47286.820
1804374    48464.614
1804830    50249.235
1815338    50854.536
1855716    55158.290
1772723    43194.389
1846578    58035.969
1798295    42412.532
1797643    44840.283
1856857    52010.854
1845438    49491.507
1834908    50045.593
1828738    53409.058
1775449    45208.100
1768740    37515.911
1800749    42264.455
1787704    44170.032
119739     44452.835
1830834    46128.334
1750692    38114.137
1793547    45779.003
1750553    45237.583
1813956    50011.470
1749083    39778.873
1788182    46181.015
1848757    55803.411
1803031    52677.749
1819284    44561.606
1851900    53760.404
1778242    48274.046
1892696    61369.333
1830482    49438.380
1823746    52271.508
1821608    53946.295
1841497    48370.453
1812116    47434.901
1774656    52030.553
1761042    35767.986
1824176    49380.741
1847145    64544.323
1928130    74071.449
1819525    57126.886
1891154    66822.193
1801538    53073.081
1889680    67026.229
1844144    56188.725
1810454    52033.745
1863457    69951.677
1882871    70393.197
1855001    63018.897
1837769    67062.607
1834095    59575.471
1888531    73101.795
1782729    52293.719
4602       16567.135
1852616    65571.039
1877375    66680.687
1806231    50308.502
1850307    56010.883
1791468    50798.259
1864016    66298.295
1827602    58528.181
1807045    53483.664
1793152    51975.975
1814082    55689.622
1821957    55670.065
1772252    49203.377
1837222    53518.802
1874101    61545.169
1878785    61389.511
1883384    63539.031
1800361    47094.210
1880423    60755.159
1891511    63601.404
1810081    48936.208
1841241    55045.746
1796904    51779.290
1828721    54272.840
1835042    49467.279
1833004    54283.711
1480206    42980.756
1813775    41751.601
1857496    51037.936
1834838    43081.000
1797926    47010.169
1355182    1179121.605
1826926    54755.524
1838137    50325.169
1872948    55864.098
1862019    54390.392
1845227    52789.337
1866285    58496.907
1892189    50091.344
1831616    51929.505
1825941    50535.504
1843006    57609.996
1699439    12485.117
1840409    51668.506
1812065    45485.307
1912884    60843.307
1876548    51733.020
1844903    44938.288
1928757    48267.859
1883877    49946.082
1880054    55064.002
1920824    57644.827
1882455    50676.766
1898757    57458.586
1886250    54021.933
1900974    55367.881
1861180    49551.288
1926713    59888.953
1907636    60872.835
1915623    54395.804
1879945    52736.255
1847119    47628.128
1892663    55464.218
1859180    50118.229
1905691    57361.100
1963875    59223.118
1938520    59914.034
1903645    53101.333
1939923    55786.724
1951234    61708.358
1934868    57125.038
1947529    54527.957
1919578    55665.669
1875975    54144.306
1945401    60712.568
1923220    54469.065
1973873    59497.245
1929140    56149.002
1916221    53290.930
1950078    62294.303
204321     9893.161
254505     17918.254
1965994    63656.322
1899765    52286.873
1957758    62023.242
2142451    106296.383
389        3490.581
2098288    99400.808
2064440    79337.949
1987044    64482.590
1918915    52501.007
1906988    52019.496
1915442    54916.639
1936186    51622.901
1922678    51090.076
1932876    52457.648
1888360    45534.832
1893302    48797.597
1976588    61129.058
1934804    43498.596
3184241    60445.611
3122003    52974.310
3699301    54394.888
3595360    41691.552
3637374    50002.142
3595748    44758.042
3523877    40682.124
3387589    40883.777
1861767    43236.887
3403117    44360.416
1861227    40963.550
3459292    48832.736
3383920    37899.250
1907005    45662.910
1949754    52331.303
3372691    43619.226
2004630    56431.005
3069036    65896.678
3189170    71283.474
3147179    79286.122
3216188    93507.655
3246458    91174.489
3894642    84195.493
3762079    66894.646
3720543    66293.499
3612436    50963.985
3583813    46322.650
3460528    44023.085
964583     38998.249
3500522    41728.031
3480006    45499.474
3466663    47652.032
3422831    39406.588
3090275    39228.748
3146380    41109.650
2051527    46019.722
2058718    37934.625
2177659    57551.175
3260762    47530.492
2166983    58322.721
3166813    40410.446
2140453    56390.801
3897208    73115.152
3894604    76921.279
3977699    87673.351
3895775    79714.590
3900874    76805.692
1460       127.513
3743547    64943.036
3807478    64793.087
3700406    55498.992
3763195    63948.763
3704220    58526.474
3665218    57740.705
3654904    52805.313
3676651    46017.552
2920       249.002
3645152    47297.608
3358896    42665.036
1348867    39003.447
1431599    47852.121
3378565    42276.008
1431657    50686.154
3437165    44379.013
3425547    42912.906
3422034    41000.724
1365480    38021.277
3553301    40358.507
3633289    46457.970
3539595    40803.767
3570921    42499.028
3397787    39092.649
3393276    34132.789
1824229    32458.078
3314742    37666.534
1903454    41856.970
1853442    34226.177
3353414    36879.873
1882595    42773.016
3336507    38343.853
3329806    37839.869
1891914    43336.564
3022928    61000.770
3067273    65207.559
3119847    64633.841
3099748    68063.776
135269984  380436.669
3132148    74015.770
3726532    59656.056
3651930    57673.785
3732272    62243.661
3554642    49777.115
3621852    50380.271
3568566    51891.691
3460737    41184.865
3451973    41962.047
3503604    44618.005
3509593    48267.266
3266614    48673.102
3212562    46607.572
2126598    56510.414
2065280    51135.783
3237904    49912.576
3177087    40784.897
2149125    55964.697
3299704    52737.035
2184316    68965.270
2194727    62905.996
3931454    82879.937
3858905    75027.812
3947531    78105.651
3810417    68072.942
3730328    59039.235
205162     177127.155
1886280    64414.720
1871493    52382.078
1829956    46978.604
1849051    53025.244
1847634    51635.516
1802203    46849.356
1867548    56789.535
1853223    49093.439
1714022    12566.876
1818778    43125.516
1887006    49846.573
1885669    48300.955
1806585    46007.042
80192269   62710.562
1853519    50407.228
1929667    60506.073
1900407    54716.038
1909176    52880.572
1875068    53258.688
1865709    49313.817
1885129    53179.508
1871343    48181.503
1885605    44377.192
1892995    54942.199
1871879    51864.827
1486770    55382.260
1926483    62917.653
1925868    55776.447
1876414    54496.391
1875540    55666.346
1710117    42087.706
1871489    49483.719
1829103    43331.559
1757437    12300.166
1873631    40592.046
1853433    44227.306
1843436    48274.771
1862348    41951.562
1850442    44270.243
1808822    41482.834
1883192    49020.390
1772435    12659.071
1892196    48675.188
1853025    45895.726
1907385    47998.203
1887954    46566.716
1924684    57114.507
163305     11931.566
1850907    40785.814
1859959    43033.887
1847942    37299.468
1835936    34246.529
1932207    55714.174
1850013    41947.943
1899679    46188.158
1911513    48486.520
1963147    53772.465
1958826    74339.452
1849117    52515.822
1841104    53031.121
1865812    57487.803
262606     21916.229
1845461    53122.732
1839936    55514.424
1825761    54865.937
1874870    59431.790
1899093    67956.740
1896420    61615.931
1902098    61324.916
1849174    57140.423
1895719    63737.056
1827138    56636.774
1948428    71956.595
1909405    55099.913
1865094    50162.267
1906185    61614.414
1896716    60064.259
1915136    65268.486
1909117    62653.602
1864795    56225.404
1893832    55460.130
1923872    66146.884
1945727    65302.227
1891768    61051.181
2002760    80114.340
1919396    52407.836
1978898    82128.283
1982239    76163.938
1980630    72071.146
1984757    75063.399
1939266    67955.736
1982255    72052.662
1962047    68800.461
1989102    80695.179
1993160    75723.474
1961931    63095.157
1962590    69207.233
2003269    75254.028
2036964    83143.238
1994327    69009.774
1970396    64793.469
1997408    69036.151
1954018    60971.776
1987595    61786.017
1957173    59734.334
1987177    63601.569
1992820    63926.627
1977503    65964.718
1987970    64516.826
428021227  97221.815
1961263    56662.107
1987328    62213.116
1953722    65751.635
1991932    64766.123
1958322    56963.042
1962359    54281.878
1948125    47695.447
2011523    62028.706
1900712    46143.566
1916082    49864.252
1935439    43296.372
1926364    51026.151
1924978    46435.603
2000647    57249.166
1888085    42073.054
1868327    41551.297
1926670    50279.664
1974263    52874.591
1897579    43404.646
1966881    51890.927
1981181    52346.338
1890895    44055.692
1969415    50874.679
1985794    46281.178
2016757    55514.528
2000260    51088.042
2032940    53859.246
2042496    52934.153
2012213    50150.820
2070050    56203.386
1999114    49480.969
2024220    51388.073
2129057    56859.254
2013874    51028.662
2136283    54359.500
2122904    57881.454
2137201    56058.202
2161525    64647.278
2135787    60554.679
2129136    60444.996
2168324    61526.951
2176744    65974.777
2205497    73001.647
2170273    67653.868
2138324    51684.722
2091846    48655.798
2150954    59154.503
2072703    51871.832
2113782    50892.290
2138334    50216.902
2058822    38507.969
2085961    42336.791
2341112    46788.591
2373113    49663.115
1973989    14807.793
2431933    55383.307
2383123    44370.061
2326937    41907.250
3110413    52742.171
3634097    55322.135
3608922    45464.920
3710999    50686.196
53474712   386328.793
3742461    52402.823
3765631    54184.633
3776044    57346.179
3840963    64883.345
3737718    53397.485
3866188    69127.691
3901753    69201.184
3886867    69273.651
3918545    78084.990
3921359    83763.756
3937591    83113.440
4000558    86484.600
4037344    99400.505
4099549    106172.325
4083822    105524.401
4148927    117705.659
4127109    121460.178
4130756    114422.898
4141002    116544.615
4066392    108426.599
4095908    114914.109
4029230    94671.522
4013677    92606.155
3864947    69910.825
3666401    68389.716
3617919    63404.685
1441651    50323.636
1387759    47768.529
1437585    48789.944
3504304    48669.336
1446617    50920.633
3487733    49941.289
56905      311266.700
56516      254816.615
3421781    46162.780
1422758    50863.160
1992546    56890.842
1956591    44623.291
1961677    53648.497
1958746    46453.402
1995901    57202.951
3068954    51786.228
3084297    53716.294
3072833    48147.920
2996695    42862.482
3047522    43674.942
3639419    45531.979
3478709    37687.710
3474339    38547.873
3415776    42433.146
1878443    44344.124
3528847    38005.954
1908518    46697.151
3499721    33276.515
3439522    45410.243
3353981    38814.834
3592989    46732.356
