file_size  throughput
4263865    206947.440
4320998    254191.154
4244215    172041.455
4301986    229668.908
27194      151688.429
4252708    187474.001
4217293    173910.384
4083836    129262.566
4117355    132635.266
31498      205395.897
3879653    81207.015
192230     435042.869
203313     750728.687
3849418    70913.608
26186      90580.749
3735886    63445.129
12261      86278.159
3666105    56776.362
3706831    57808.224
3714454    56809.242
3734922    60579.863
3678115    50864.423
3786139    57498.751
3788550    60874.982
3838186    60201.469
2224033    1093377.691
3787969    58753.631
3879410    66319.943
3779156    56791.412
1050       10643.825
3686233    49345.246
3768738    57869.569
3648744    49845.086
3648596    51245.703
3602686    44988.161
8549       63646.338
3538582    42979.688
3597985    45273.273
3630160    48358.995
3687944    51512.905
3712686    49410.453
8549       65057.850
3770037    56185.561
3728682    48982.342
3799199    60520.462
3654654    50504.321
8010       12527.443
3588481    46104.293
3601124    47901.561
35652      163789.316
1381161    43124.113
1353135    40070.655
3345917    39393.436
3469423    44310.692
1363647    43045.989
3449524    47034.195
1422016    52612.902
3431218    48153.663
3497445    50378.172
1447681    53533.139
3103242    33733.945
3144961    41096.516
2016949    38031.892
2039549    44741.734
3085827    35501.208
2088858    44952.803
3116853    39627.208
2127705    50213.371
3765491    56381.435
3789957    60959.094
3848443    67313.555
3819617    65944.250
3754493    60214.350
3709716    55616.851
3685878    55383.344
3674302    49251.201
14781806   936846.944
3658766    50341.008
2358800    38926.912
3583024    46976.504
3508150    45885.881
3569071    45898.219
3599156    46956.669
3539985    38616.028
2006003    37488.535
3595569    48012.814
3676974    52098.592
3554755    37606.898
3631515    50590.174
3697446    51416.614
3778661    54240.277
3720692    58226.370
3679258    51685.921
3668927    52811.219
3579737    48099.613
16706801   1442154.994
3680300    52133.342
3591583    48098.635
3607915    49255.328
541002     1121029.852
3611485    46508.940
3676707    48848.307
3574926    44441.127
5818       28958.871
3651788    47064.668
3530433    41053.655
3632801    51367.288
3591907    44256.036
3654083    49933.290
3477759    38916.480
3534088    38880.686
3471782    46282.447
3524728    41330.139
1391372    42782.797
1306156    32409.890
3432483    42164.092
1390727    39950.288
3486847    46258.418
1411587    39960.494
3452190    45874.945
3498671    46754.390
1447355    49486.154
2469493    535927.276
3843832    68558.414
3765106    56423.520
17359      108574.163
23290      145102.254
1176696    753634.870
869        5501.976
17066      89207.749
17775      157978.410
2709       16431.152
492635     656823.240
3944       12614.074
783173     951656.822
8456       2714.512
357        2384.481
53150      9918.224
5587465    1335354.681
17628820   2249865.787
1108589    379933.578
413742440  4341124.601
5022591    1869317.358
13623567   1401629.626
49822      35607.038
38840      5798.498
78806824   6316531.475
13726      3300.441
154562     382345.447
629891     404144.222
10298      76235.740
183754     169149.914
51326      13849.005
4163830    5252952.975
3652       16061.890
26729      53781.049
63929      201301.490
9384       2118.791
18207      158189.170
1750091    795411.125
2733394    100222.666
51820021   2774607.214
3549252    45547.944
251287     127213.353
95983367   166214.233
3412602    34132.008
3454223    38849.200
130654     178718.512
3630930    53631.004
3508815    45045.414
3606265    51071.804
1958437    33575.660
55454      178805.860
3411449    37263.406
2013459    37194.663
3424467    31708.307
16790042   3112807.135
3510558    46278.207
3485534    40006.639
2876795    32799.896
1838304    36272.390
2200872    46070.485
695326     45355.440
3002101    36810.674
3188422    32884.289
1879563    33225.828
2109519    46612.649
3328560    45405.927
10890      95254.964
1261390    47720.301
3331281    33585.177
31030      1806.859
3545882    46850.028
2169579    60939.943
2624083    50309.726
711420     58923.634
717154     65313.483
19628603   2662129.377
86922854   409248.696
5353042    2757527.507
91124913   3665879.957
14983056   236486.471
105667     294232.242
1587080    136503.222
1463939    66961.904
1435901    60323.194
14244      52743.127
7093       48374.612
357        2373.968
1418317    52593.978
3744457    4111002.176
41092      143955.537
1493077    62489.894
1453695    59370.815
1459764    56648.632
13930      110807.951
1422111    45699.408
1446711    50157.138
1494530    61234.671
1425226    41993.950
12933      85777.531
12933      89206.715
1421342    46486.377
1470865    50311.476
16090      135431.440
15765      122529.518
435298     19282.609
1465625    52737.377
1692085    48456.450
1722       19246.083
1754153    56051.337
1710230    50112.547
1037391    58611.510
1767491    62308.178
1559081    72748.112
1442239    48492.224
1508418    60516.081
7610       8208.944
1479495    57765.789
3585182    48927.602
3564060    50576.561
3531397    47006.348
3623571    50529.941
3017074    42736.615
3529551    47497.595
3513678    46233.965
3608982    51032.895
3642865    51963.871
3590576    49339.135
3554959    46042.725
3579618    47321.041
3674988    57791.985
3611935    49802.840
3607667    54492.637
3780605    63274.335
3710919    53040.130
3763698    64213.451
3812872    62441.859
3781483    63855.687
3806952    55406.379
3882883    79149.574
3761800    64990.140
32410104   375399.506
32796784   298027.968
3706891    54197.224
3725530    58385.302
3750317    62723.254
500313     24858.020
3712475    63532.523
18527      115435.629
3630804    52936.551
3512606    43426.891
3544841    47627.458
3661499    53921.163
3620380    48553.218
3690511    51107.678
3596947    48396.478
3713691    51302.047
144765     107739.660
3672086    50574.003
3591670    42079.241
3647995    50021.055
3701203    54804.386
3448385    49855.570
3476130    50068.613
1380069    45896.047
1452930    58254.351
1447894    59523.598
1480679    65396.549
3490570    49780.869
3494621    51527.456
3562993    57006.737
1752299    142657.837
1725402    100994.410
151968896  510030.270
1484331    65904.010
43636      224605.110
1276336    528954.966
1984445    57706.762
86926      257788.905
86926      261625.536
1992859    50008.175
2038310    53580.907
2009081    56333.147
1977888    44272.149
2036075    53406.327
980251     546557.150
947106     2349447.387
1980639    49979.192
2038449    47947.356
2028937    49117.911
2003029    45313.553
1920493    40854.797
2025933    51289.088
77111668   3212752.707
2023167    51152.664
2071156    44083.601
17793120   4270140.161
1997232    41374.269
2083261    50685.202
5742       3797.169
56392      34792.775
1982174    36900.896
2098221    47528.353
2074237    46494.388
13380      51261.324
2011991    43462.297
110205070  3667014.895
2018191    40218.748
17588      9160.166
2080762    42894.756
938        9537.245
2082699    44628.347
2067240    47997.092
2113331    49871.590
256179     555980.961
2081955    48972.822
2052076    39673.826
77248816   2303667.988
2048214    41132.052
2107963    47378.138
2144781    52179.685
89948      362979.505
6884       17035.292
2160466    52108.524
2148726    52561.644
49349989   492484.039
100966     403072.366
373        2612.420
2196247    52293.959
207265     74878.098
6148       1975.141
2451270    58780.128
4602       21721.161
2391404    45647.012
89485550   3715925.849
1393310    1345280.623
2363821    45880.796
2399265    49697.292
2418973    55030.884
1157       5234.841
178465     423009.222
3000245    45938.054
189436     681662.920
3087010    52889.432
3097805    52961.475
3083644    52453.783
3086194    50555.499
12197442   3216409.237
3517848    44069.410
357        2507.388
3576961    44541.211
3512929    39109.182
35198      18789.803
3502749    40369.348
1065044    31393.523
3435400    43460.386
3544634    40493.055
1715437    3491162.004
3392584    42920.231
1910240    47059.536
108215     31662.695
107208     33614.540
1962632    54322.973
2011590    65237.286
3508750    53187.421
3361086    40632.239
550426     1494799.239
3933606    82179.437
3849488    73203.152
3929593    81570.591
507595     814766.096
1490104    129805.058
3874599    72082.720
3856863    74972.925
190823     433218.619
203185     823222.504
3566516    61389.716
3649126    71567.404
3590605    62783.548
184384     412236.712
196348     642012.083
2062660    76778.164
1940619    52245.430
19791      170186.968
67127586   3257619.001
3711937    73003.406
3583060    60185.771
2020664    63465.164
2081148    82057.211
3316642    11487.998
3420122    12012.090
2156325    98258.989
3350002    152021.092
3457404    281231.587
3433896    226839.934
3390938    171535.883
185901     431581.422
197089     792895.724
1041536    2227490.214
3481094    371232.310
4296442    468174.084
4298920    480706.310
4274619    391754.083
4291174    447037.380
321508     1205793.101
5742       8623.099
4259224    301256.883
4129361    214389.310
3973584    126428.324
3891693    100525.153
185442     429598.518
197313     715582.431
3732950    74484.359
3700237    69948.192
3347821    59710.081
185181     365834.343
197052     757300.303
3244886    49018.122
2133065    53982.473
3268693    51516.455
3200515    50236.556
2084975    46476.462
1987274    308290.701
1858335    378703.250
2075523    44004.135
3150762    42922.565
429828     195440.904
2047847    44216.006
2125552    53032.821
184485     428947.224
197105     732833.481
186959     422469.457
197585     644528.351
3687308    52921.613
647671     1064212.586
184763     416868.976
196780     717261.263
3510272    37939.125
4199792    2717084.889
3609685    43864.739
3620483    45978.978
3566218    44954.116
449328     190676.974
3603229    39178.300
3591305    45384.486
3525243    42647.550
3606404    44695.382
404781     963046.014
3536285    43065.503
3526911    43570.089
3603254    47032.730
2164701    40915.747
3821653    65176.690
3755222    60772.680
3733677    55929.539
3476785    47394.503
3433563    46218.301
1882436    43322.895
1914521    44291.897
3360416    37938.392
1854447    37678.140
1904445    45341.741
3314251    38216.151
3408961    40324.360
1880169    42062.094
41247      5013.482
2843304    44672.876
2892393    49026.026
2983502    53314.890
2967118    51936.384
2971167    53638.774
149831378  5013414.932
1354       14528.150
3600623    49594.166
3681034    54696.090
3561594    47232.221
3665021    52994.974
3607850    45523.589
40569      73831.085
3483253    47873.587
2718734    4191909.240
3454884    44064.095
3535884    48235.374
3384042    41343.787
407797611  4568207.790
3494856    46860.931
3226083    47939.708
3251996    50664.451
2102292    50079.558
3239875    48722.704
3208596    45234.526
140669692  6338410.610
3223915    50269.744
2036946    39428.669
2080878    48095.747
2154526    54700.339
2193870    64748.274
3837489    64283.195
26667516   3007945.362
3824942    65391.342
20399      154670.286
3838339    68623.208
3802062    61568.576
3671588    53185.383
3602742    45070.809
3555827    43842.128
3483964    38555.679
149218     515770.227
6598026    422488.335
3499581    38255.488
319694     469509.317
3528986    42720.851
3500097    35951.241
318429     413574.167
3460066    40684.271
3495880    39472.036
3538688    41170.885
3525953    42249.176
1930       22903.458
23642      151484.765
87626      4200.319
7796       1788.890
3812       23127.788
714        697.080
8420       1359.105
25311      170556.857
1620       336.694
138901331  350810.344
858744     147281.954
1706       15798.783
19343      139429.484
17629284   6580475.239
2154       27170.811
7301       46376.094
7876       1558.563
1348       2027.981
741        2438.125
3498       45194.601
3125       23173.253
45032      13953.472
12634      31342.419
7034       50605.773
24799      193599.068
741        2490.086
611853     330050.244
2261463    2133173.166
433709     7135.173
11301      76107.929
27642      171379.547
33327      198287.364
13578      50398.529
12005      69416.336
417512     269303.421
2533329    479999.625
8677       55944.462
87480      148266.160
2888957    197088.913
1514215    54229.760
1493424    42802.810
1507584    57128.660
1453842    51385.706
110277     33471.546
666        3015.302
1497542    53718.886
1564123    54574.866
1504176    52074.656
1491421    52783.763
1065213    352789.218
1536835    57135.028
1477109    45906.749
1550540    55611.607
1613215    61090.600
44404      284627.570
1520341    52480.215
1519577    46768.214
1593118    68653.805
1543104    52340.527
1524503    61801.150
1583288    61427.437
1563933    67034.301
1541219    61420.217
1546492    54667.715
1546582    61591.399
1503008    53285.396
1641470    75420.344
17621543   1901214.525
15570404   550803.516
1541249    59762.256
1609849    65128.133
1558399    63021.187
1544769    53580.958
851305     54210.249
4346       24420.755
92235      163092.020
24109441   567495.880
1613712    67160.052
1595644    53983.536
1615467    49291.137
31945      57465.875
1535417    50603.771
28303      103103.336
1640077    70976.138
1598610    60424.571
1574088    60369.920
1593342    60111.799
1540649    46908.007
24851030   590269.547
5274       41581.787
1581849    53163.695
1560358    50784.202
1609849    58267.680
1544940    48012.053
1563468    52996.948
1607404    60166.366
1642309    67642.952
1658583    73293.341
1575187    57773.859
1586287    56681.302
27867366   5905687.617
1523790    44080.305
337681071  518323.909
1555523    56420.387
1588320    53180.526
1579647    49569.751
8986       83177.614
1602583    57781.766
8645       36312.735
1570746    50298.875
1622070    66932.979
1633195    55419.413
1650189    62682.990
85473316   359637.261
1622452    58422.631
376536     326953.324
23597308   366755.965
2177635    281729.545
2147905    177600.496
2177207    224801.086
2075207    112518.336
1835835    74788.818
1862677    78026.489
1870863    76070.327
1820504    64297.815
8281559    422274.278
20617128   532163.572
1492138    537668.104
8874939    3064951.738
1793675    56738.605
1768976    57787.426
1758241    58023.587
5315069    432517.928
4307224    585103.602
1796421    54153.976
1817401    62533.757
8087344    481445.890
1743557    57547.550
1794902    54497.495
6346980    851918.481
1850161    67797.426
4985146    828461.325
1747482    46246.114
4180469    2090804.506
11353508   557828.339
1778161    49887.757
4561731    2032136.671
8287       14272.548
1809880    62145.865
4233807    2122942.209
1843137    59735.246
1822639    61537.933
1762151    55366.597
4372657    2376467.108
1809688    58276.535
1866084    67672.014
1799999    61302.532
1875245    69258.913
1857974    65792.289
1877157    65962.400
56681      166426.327
1841821    64433.915
1890816    67448.713
1884058    68755.323
1799021    59284.914
1857264    62834.239
1909455    74553.954
6427056    2272233.130
1863209    68640.859
1874179    71700.202
1904277    73454.010
55837442   1387959.262
1863421    71129.280
1864438    66831.678
1845773    64904.915
5580221    1730213.502
1768897    50044.269
1801281    48821.822
1820556    53207.388
1834483    64283.184
1779558    53451.895
1777858    53045.904
1843178    59501.932
1841988    58710.097
1874535    72349.565
1865928    62643.523
1764472    45565.722
1935046    76819.064
1867898    62682.294
242578927  521850.640
1909380    73981.167
1875924    66108.687
1942232    77203.363
3354195    42282.920
12186      116453.640
29791      203093.510
29402      170449.712
2050524    73952.544
62800455   357221.182
3248675    105156.121
3254658    97050.423
3363695    143809.914
3359406    160399.173
4469       17570.122
12170      119266.078
3416923    196948.766
3792565    224708.672
179254     416655.626
3826200    290660.845
3828908    283709.485
3807360    240616.521
4638       5940.143
15050      132498.432
3801517    269875.706
3764927    248769.704
435553     234979.559
3721322    183089.989
3748384    218500.518
2836       1749.739
778        8531.216
3605119    134096.382
3571863    114561.369
98525      5656.039
3784385    73901.143
51622      4425.103
4563       1514.836
3598454    45866.375
3583869    50212.498
12900      24127.534
1562       17138.868
27194      130124.016
3514139    43021.052
3519785    44399.796
3372287    40385.103
1772710    1224414.876
3383988    38078.527
3460910    42378.665
3441872    40992.594
3057312    41191.183
3108478    41528.941
3218038    46899.942
501915     1185742.458
176011     52290.976
3201684    47685.277
2096057    45018.022
2074457    45253.016
3295620    52080.126
2094080    42766.911
2072809    48863.072
4934155    1776673.183
95566      413657.502
3727208    51114.178
3520917    43083.166
3648658    52264.952
3575261    40669.043
3460833    39126.467
3433586    36824.737
1702911    25591.562
3434890    35275.619
3400690    32224.274
3393889    35772.819
3583154    49697.698
1094442    29374.260
2861474    36336.752
3524331    47483.739
3610776    52671.977
3466388    39762.195
440661     42766.190
114297664  579128.640
3573967    46222.529
1850       22355.955
1493       8625.826
19546      68675.741
3533430    41853.768
3638131    45998.660
8452110    215966.654
3647341    48735.039
11573      67668.717
3617710    45349.940
5901       7530.812
3723505    52502.674
3617634    45545.842
3690063    54097.595
19477138   309017.255
3600498    50397.751
1058741    1839197.209
5466       43493.267
3771743    60229.556
5258       58018.990
3667038    49854.712
188607     425247.754
197409     758127.101
3732255    62211.066
3725445    52543.371
114002232  1845304.866
413656     178112.310
2766672    62418.363
315028     271007.855
306468     436016.597
3763717    63281.855
57444      310558.259
3651046    46074.824
3819306    67718.898
48023038   3318752.117
3774178    63268.463
297600     313660.392
292271     540995.888
2899253    2829514.314
3843003    68411.979
3843505    72699.959
117171931  532942.808
3806528    71353.870
15690      2384.290
214887     385226.762
5656       8011.499
3773384    63878.062
1530       18376.502
414030     182041.010
1173       7470.231
3750638    62707.307
3823577    68981.963
2558524    2805917.541
45050      2658.402
450843     207490.102
11396      20938.431
3655849    54016.002
3665920    51938.672
10692      27637.414
5592323    166126.995
84498915   2715910.768
10522      92175.951
1360772    39379.007
3384315    42101.477
1458496    42699.949
3400372    43591.574
810        4023.815
3406604    45315.556
9220       5586.281
1378491    35915.607
15498      137071.596
694065     581295.613
3482032    47554.743
46388      242346.669
3330593    37600.314
1411112    42968.074
46260      239656.058
2954       656.624
2954       661.760
15214      24775.939
40991      5367.846
334403     268769.571
180972778  2258524.161
3651207    49230.935
826        3628.026
9880       10416.119
3657391    48111.384
1040758    10197.183
3768668    50887.699
4462026    1161672.944
2355890    12090.688
3565391    46856.071
57414      3792.596
3611099    43291.477
3357876    43647.655
364980686  4455769.023
3439291    44807.679
1947999    52554.018
1861708    41449.328
17905881   7267656.380
3475103    49465.817
10644      6686.631
18659178   1157220.475
2923       17493.789
1968423    49789.528
1963418    54202.011
3521681    51327.077
3448065    44463.537
35841      3213.476
1972792    56297.501
3188744    78596.388
3212846    89343.441
19676174   1284031.164
3240031    93842.304
12069      70803.780
21298      1565.473
1770       17930.201
5514       9473.588
3231959    98159.869
1125901    488835.175
3256997    99684.242
1254747    1940046.656
1254747    1713359.319
3804928    71540.811
7280128    564332.394
17629172   2386209.013
3793035    73067.113
130926376  2402275.232
39147      2828.501
48799      294998.152
15948906   773282.503
2758507    43927.563
3573938    35888.493
3629784    44625.422
3508646    35480.168
-198       -47.221
1239340    2589525.953
3591578    42186.950
3672804    50659.173
3601985    43066.465
3664413    53978.657
3614920    45404.431
3670890    52564.389
16538      10499.040
2776672    481296.823
3627273    48916.597
3711828    58226.413
3692032    48613.841
3721926    59811.228
3783294    61719.307
3207232    50309.166
3773818    53926.326
3752689    57538.469
3559958    41943.848
3615884    45240.603
3665544    45466.546
3574875    45268.290
3583298    45806.608
3602644    47109.691
3702804    52004.934
65130389   379877.880
3529592    53146.360
3634057    58874.384
1466916    61790.074
1504219    71772.943
1514967    65876.065
1570306    91549.617
3646624    63770.146
3733587    72350.814
1622086    122613.257
4319895    262385.662
4273187    210117.245
4316434    260114.836
8701746    1460906.832
3752077    32477.667
4244788    179672.748
5028       7715.807
66521      135740.314
4172025    150719.489
3959438    132096.169
3928820    128519.274
3813377    97999.898
3760383    83723.434
2039946    73199.695
2011798    65901.903
3647880    70418.295
2004683    65284.610
56473      275227.826
2028098    61569.492
17145      2877.313
1301       6556.216
2000587    57185.827
1658       13167.783
2968404    53283.027
2976602    55493.245
3018822    58116.765
2935344    50526.473
334975     432693.674
2889619    41991.541
51224      73819.265
8661       54733.706
107624     244939.436
10309      37070.366
32607      183198.516
32282      192285.528
32281      211556.090
4661       28654.819
1946       23228.055
3509       22524.868
4191       535.292
4191       537.757
4085       15135.312
8661       56861.770
1653       8356.520
36767      223979.385
25039      196037.213
56464      2399.046
5783701    3022919.964
26809854   909252.522
18378      101002.371
49533      6306.849
6615124    2296851.762
6086230    340483.801
32282      174356.987
31544      4804.941
133375     289686.509
3252       1291.300
357        2050.989
39987      4768.683
8117       46506.565
8603318    1982225.774
59876      348842.104
6424048    146462.509
3162       554.313
123800     11460.976
15850      6245.693
4719       392.384
14195460   2494952.641
1559057    47607.723
10982048   5486521.281
1626837    57423.601
1549634    43953.125
1526249    40785.091
165746     126829.556
1606741    47803.041
1578705    47324.670
1568448    52978.190
1652839    56950.491
1596481    48397.345
1640683    55021.126
1691767    72779.321
1659882    61424.102
1616123    60413.848
1663739    62200.168
1573741    43763.512
1664843    61633.884
56305043   3237632.398
1614450    59910.969
1592726    51173.033
1655279    53793.488
1705812    72553.648
1652024    49691.873
328355     429387.663
1620985    56888.684
1609330    40917.762
12831282   916641.410
1647930    50770.706
1658813    57280.831
17628772   2451387.029
1640223    56579.578
1650013    56188.702
1636865    49883.751
1613474    45753.741
19026618   635241.343
1598342    44311.395
1617390    43097.552
1644529    45519.414
1630630    46793.169
1661116    50157.411
1611487    38351.504
1636437    42866.270
386376     16940.709
125825506  511917.453
1745640    68155.313
1681618    49256.967
1688247    51276.367
1684843    55583.970
1670308    55825.237
1915291    61956.011
1827296    49514.867
1908625    54185.594
7545203    124231.949
1844201    53039.895
1722       14831.259
1900389    64491.193
1748288    62009.928
1729129    46972.806
1757165    60373.298
1690588    50540.935
29551      169905.470
1507444    56803.873
1722362    60990.528
1698853    49623.958
38308      183956.618
1703528    46166.798
1681205    33731.025
1723064    49915.131
1040364    40343.739
4384796    1039465.616
30351      170913.314
30042      149388.643
1865316    62813.361
1962970    81431.938
1917961    65305.095
1896883    72913.264
1901606    59692.528
1851037    56387.787
1883300    57319.563
1902995    60971.779
1819775    48975.024
1816049    50554.771
1860567    55712.421
1813021    52316.286
414984819  4504766.513
1874567    59055.286
1847381    50812.921
1847284    54396.288
1869541    54631.107
30335      170825.980
1834677    54670.557
30026      121962.836
1889619    69083.196
1907842    66951.763
1867409    59664.002
1778419    48289.150
1897573    64740.373
414568360  5311660.132
1865119    57569.557
1804574    40842.566
1844318    47482.131
1839957    52149.257
1800685    46773.306
1830334    52826.760
1822085    46258.723
1809670    46940.434
1835945    51694.584
1861719    51597.849
264626855  5391363.804
4834       803.350
1819414    47804.138
1798962    46764.437
1822610    47770.791
1801921    47150.080
1819995    49752.995
1871939    59314.741
1897106    59139.806
8287       8346.350
1835534    46848.944
1890678    58646.377
1865305    61075.585
1834493    48068.800
1879751    59946.770
1865323    46815.758
1917933    63014.372
1875838    55964.427
1355182    933462.210
1897671    62920.561
1842394    48862.424
1924507    59578.632
1910649    58951.267
9101       896.738
17628585   776806.110
1866811    53909.314
1903994    51874.607
1843280    53760.724
1933411    60472.780
25839      171984.538
3547860    46115.115
3671210    46951.146
3660188    50108.433
3644230    52579.157
3667080    51481.933
2822797    9339.436
2752653    44894.506
114040     27496.822
54486507   2036708.901
3571770    42220.422
262380117  2806682.812
200646     431843.177
25103      21301.943
14490      125734.727
602355     23644.121
3598908    42615.693
17801928   582372.862
3522564    34745.882
3514163    39009.814
1573       10873.717
228096     26272.028
3462900    37992.108
65460380   2933620.373
3523268    39420.089
3561605    42202.363
1946       24756.931
3512208    37983.165
373        2158.449
2980921    638880.179
3590136    42111.329
3666842    51972.745
3518635    40262.457
25295      2778.990
3627842    43335.152
3580286    46376.423
1610       19958.224
1253       8393.862
3666282    48182.718
3680348    50384.257
3536859    53373.471
3615467    47531.879
45262      3352.801
3507744    51020.334
1488937    65135.564
1468021    57095.426
1408781    49727.520
3662648    66632.534
3607765    56684.244
3733961    70617.080
2158201    244395.618
1218846    381336.790
1614103    120786.699
21599      165902.086
5336385    221479.844
59714993   2990907.676
7642       63628.984
7530       62806.329
6490       866.761
245168125  2337050.202
439712488  539024.529
9173       59348.688
29600784   385329.218
2259906    176363.127
2227014    123376.616
2167592    97769.602
98333      333281.646
32711      9195.322
182316     35177.868
2133349    83161.466
2091291    66707.660
2013155    49479.949
30623      208937.301
2071361    57342.655
2053230    60531.606
5854       14672.663
366296     925673.635
1850       27140.974
1493       9924.874
2075805    58206.863
2018570    54191.540
6138       56913.038
2091447    65265.784
3796       24901.703
3066       13984.013
2072258    57417.376
2119999    68498.207
1346439    2407128.391
74805911   181366.719
2042251    56964.338
2078821    49323.088
2117511    53507.520
7637706    658928.680
357        2013.693
2698       31248.417
11771580   1021629.538
3640482    56091.450
3683294    56111.893
46962      4076.962
15633812   1228168.643
129416     409979.096
6473944    321284.994
17628740   1427993.380
75488764   2501600.795
21872359   1611784.136
3572653    47425.309
31896      4200.650
384776     960800.850
3387789    42788.935
36910658   2719760.290
16052      3134.569
3420674    43344.165
55721711   3487358.791
2812089    36534.001
51668      328745.856
3414256    38477.245
19937179   3828764.432
79604      4156.252
3310585    36312.750
3021672    34742.211
3133658    39322.797
2086770    37854.925
1990103    40003.755
2726149    673861.379
3221591    51409.925
1561360    2161946.605
3162456    37322.853
2052450    38249.834
2012947    39838.826
10686      2793.909
3721142    491701.045
2021183    40690.561
24128372   690819.198
6705454    268507.570
2118265    52046.741
3697324    58758.737
3646777    52322.597
3720778    57823.190
942012     1860624.323
3530546    46232.406
798506     1533319.444
1658       19263.642
12694652   2412162.802
3219527    43937.039
899197     120931.550
899197     118797.133
3510268    40618.960
15173      95691.275
2862420    35070.627
3393123    32561.731
1461       8998.840
3479026    37275.144
3486805    38736.877
3516358    40389.767
2796008    28930.763
8879       799.161
3476082    40136.905
3421671    34828.700
3631571    48452.170
3498666    41388.170
970572     2561480.877
809194     1125110.950
3605902    41921.968
3738390    57228.118
428245     138209.477
3648528    48050.723
3525494    38917.250
4341       25270.143
357        1982.070
3560439    42025.769
5237       28895.188
2101       13241.569
3700988    47362.489
60452      350611.774
1361861    42539.963
1048581    1511793.893
3561780    39640.032
9829       70114.241
3581930    42505.587
3608343    44162.267
3669       22538.932
3478636    38919.121
3489958    41023.881
5973       37840.141
3520544    41700.192
3519872    40434.295
175529     177265.896
3567700    42340.516
18659178   1988307.258
2695604    812289.736
3685666    52467.731
3445284    37616.544
3537116    41271.820
21791      120714.225
21482      168138.952
3708873    48527.683
77263277   508745.739
2926320    39667.899
3491619    38535.187
3525554    45663.643
1546       14213.952
3522938    44057.175
1697985    534797.646
1514       13687.067
3513499    41822.788
3369024    40203.846
3477662    44241.193
3499143    45370.561
3459236    45326.017
3243243    51447.761
3186036    44884.491
3428301    39260.820
2080952    45713.715
3207271    45898.805
3150248    42030.121
2026219    37991.274
3222331    46085.569
6885       41518.329
2116413    50379.403
2067185    39174.986
2101937    47365.388
5047716    330870.529
2207171    2605999.711
1898       16668.862
3729722    57686.785
3618005    46229.730
6298       53682.809
3602095    46984.486
3656572    52036.301
3720946    56110.790
3624074    49882.353
3562567    43182.987
8292       4267.981
3660800    49327.260
1866       21812.603
1493       7737.004
3637589    50709.280
3643736    48633.378
3637505    55724.096
3574590    48400.988
3603388    45439.729
3648078    50922.459
3602192    49358.469
3652476    46828.272
4166022    2335199.727
3698173    50159.939
4638       13841.383
23706      33615.739
19407      149317.638
3620533    47947.439
3592579    45531.366
3625478    48740.820
3619533    42802.391
3673640    51505.166
2266       31932.527
3692524    48073.520
56267131   2570869.224
1530       15513.269
3685948    49986.121
1173       7543.590
415173805  1318608.326
3632071    49914.819
3718029    57291.425
1978       25214.155
1605       10882.592
1355182    1728022.514
3654050    50550.941
3647105    46536.563
3727950    54217.137
3516544    42561.142
3694418    49875.304
3616132    45802.692
1189345    8806.214
3681508    53128.385
3604180    45143.761
549        2646.721
373167     32350.519
3634761    47788.003
3773481    54436.038
3814400    62388.633
3696349    51830.844
166252721  1968438.310
3785480    60065.558
404905128  479030.148
82558      98224.486
3130       1456.241
13165113   1013647.035
262432518  5267800.659
4261       17501.201
14613      62294.247
1653       7951.406
15781      114034.351
9882       29483.568
19511262   4022491.406
4287       8069.753
9701       56855.386
12714      121405.850
9797       63939.383
3461       24289.807
741        2512.201
12714      124060.659
6341       26490.260
25962      173153.446
14890      120197.571
115837753  438502.764
5077       31720.643
15466      139330.195
22266      152425.938
16138      135385.480
11951      4289.728
12250      116373.378
27103      5064.089
2234       32540.635
1861       13462.156
24532      4096.324
25962      170860.943
4533       29591.139
285412     348108.786
4245       28654.697
12789      82338.692
26154      166911.571
364359     183428.314
741        2028.568
13429      84039.779
1492       7092.873
25898      2261.845
7048       2441.522
5572       2162.834
9596626    2988408.217
13445      73990.812
517        2183.737
4045256    841503.094
4045160    811399.501
1699010    46052.212
1768784    55900.318
10288043   685424.390
5691084    3984241.092
5690695    3958657.946
1690068    37848.693
1740854    56410.719
409152420  2204953.519
1306693    30589.006
2682       34995.865
20548494   2993794.142
1823873    61585.273
8387632    2017438.148
1698531    43614.714
1731959    45320.431
5026287    44191.587
1737527    46335.776
5274866    347851.940
1719139    42711.024
1755989    49526.405
203215     23600.394
1661306    35993.352
1711997    38285.199
1687299    37082.406
1661596    39068.920
1680868    40398.731
1742349    49960.780
1643987    39294.839
1748893    54485.927
389437     782522.904
1714498    48915.898
2238668    803996.444
1737076    44664.746
1664181    32157.513
1759692    49624.562
1800318    53676.749
1823119    63029.527
4309       22509.857
1727406    42282.151
1819353    60927.688
1707951    15156.699
1838404    66973.545
1848614    71329.914
1841767    71115.280
1798576    61823.150
1871910    79174.176
2437       16216.976
1264918    210565.637
1191612    242914.752
447265     140935.896
1880779    81149.550
1939445    90831.282
1898323    79085.650
1880821    72949.821
160945414  348642.418
1874649    75171.792
2640       24008.785
1831083    63897.513
1864063    64551.216
1808850    56854.927
1769991    39923.398
1791001    47851.433
1796646    55512.993
1755877    37854.751
1796821    51908.461
22282      145023.679
1000021    44770.375
1760713    41701.442
1752645    45612.349
1192338    1596641.041
1854579    60049.678
1760001    46024.888
1778155    46885.144
26826      180189.772
1813375    55211.660
